stock_277,70.3760055422398,SYSStock,1631002964777
stock_578,22.141256900167285,UDFStock,1631002965778
stock_578,1.238164914104345,UDFStock,1631002966779
stock_578,92.19084433119833,UDFStock,1631002967779
stock_483,20.029404720792922,SYSStock,1631002968779
stock_578,15.347261600178431,SYSStock,1631002969780
stock_578,83.17945544798279,UDFStock,1631002971781
stock_578,66.94146414616988,UDFStock,1631002972782
stock_277,80.75529682864223,UDFStock,1631002975783
stock_277,85.56458739808221,SYSStock,1631002973782
stock_277,86.17605658662343,UDFStock,1631002998794
stock_277,92.00562668646266,SYSStock,1631002970780
stock_277,97.06946632976324,UDFStock,1631002995793
stock_483,48.80574455498659,UDFStock,1631002974783
stock_483,45.95284798370775,SYSStock,1631002976783
stock_483,49.72395421898932,SYSStock,1631002977784
stock_483,3.829322011298697,SYSStock,1631002978784
stock_483,12.936195223306424,UDFStock,1631002979785
stock_483,46.07230645927372,UDFStock,1631002980785
stock_483,20.802708369691235,UDFStock,1631002981785
stock_502,52.56852762111974,UDFStock,1631002982785
stock_386,3.3232078720478064,UDFStock,1631002983786
stock_386,19.021865573495965,UDFStock,1631002984786
stock_386,49.49849524180269,UDFStock,1631002985787
stock_386,32.879468078907635,UDFStock,1631002986788
stock_386,41.637101257118445,UDFStock,1631002987789
stock_489,77.68842566248132,UDFStock,1631002988789
stock_502,66.47598268384749,UDFStock,1631002989789
stock_489,31.257397736693026,UDFStock,1631002990790
stock_489,75.88653425111195,UDFStock,1631002991790
stock_489,43.102969826989465,UDFStock,1631002992791
stock_489,50.72681090586727,UDFStock,1631002993791
stock_489,80.8539630766512,SYSStock,1631002994792
stock_489,92.41628389847153,SYSStock,1631002996793
stock_393,53.586835926700324,UDFStock,1631002997793
stock_393,30.375649881958854,UDFStock,1631002999795
stock_393,32.31267873094074,UDFStock,1631003000795
stock_393,15.083635756817216,SYSStock,1631003001796
stock_502,7.941012093852795,SYSStock,1631003002796
stock_502,43.04953351379537,SYSStock,1631003003797
stock_393,72.40093354183244,SYSStock,1631003004798
stock_393,19.541158748279898,SYSStock,1631003005799
stock_502,68.2230590082307,SYSStock,1631003006800
stock_393,28.38928901170219,SYSStock,1631003007801
stock_393,1.344287982741732,UDFStock,1631003008802
stock_502,50.747308857779046,UDFStock,1631003009802
